10000000 10000
685984 9971053 113983
3040697 5231955 385972
2909022 5393645 386734
4559750 5287804 192688
3145676 8318415 29516
3511295 5990576 62912
2215150 5536550 106680
4659400 6386628 377555
3582627 7319675 496407
4574884 8775476 287220
3082444 8228855 402573
2951576 9169399 351043
388423 6292400 146692
12454 5979588 291288
4254373 7057106 491102
3160182 5465355 175020
1380326 7366656 60111
4618289 5900564 222594
4639225 9026155 196053
1755353 6306307 297677
4839727 5609718 465017
2405047 8027462 158952
3473704 9426668 338872
707796 9110617 389423
4031540 6424218 271608
3122980 6386219 71356
394015 7409293 228320
2928603 9606482 137369
2497257 6170326 996
1585529 6862044 76088
3492519 5313607 351708
2088619 7412772 421738
2918465 6980675 110338
1421176 5354492 396641
4024978 6407919 39854
1792144 7536206 76328
1064616 9592006 471223
4332998 5481108 360400
2223628 6326439 121129
3434824 6285949 283900
3054506 7575388 387699
4943319 6173652 366836
3937090 7167031 334253
4002510 8508894 309832
3412967 8504126 282560
3371786 9559274 180892
52090 7021698 293447
4450106 6374477 180536
1506552 7645350 485614
4235549 6424841 337434
4948407 5507741 343537
3145420 8057248 11230
2486697 9969336 216164
1514947 8943169 276617
4211982 8179907 382122
3790607 9760025 236897
1129884 7571589 284620
1834905 5439358 454455
3362130 7989291 499706
4192482 6257071 272509
516287 5217905 312355
1263103 7920039 412742
844769 7845890 128686
1230299 6846143 189325
4303474 9727868 235332
2636364 5534748 205621
671313 9499388 141140
1588174 5101661 295500
2091905 7858854 122777
1526370 9018516 79589
4455746 7171022 73147
3937650 8628089 106052
3427393 7851316 353286
447336 8147801 382558
645898 6688895 66321
4972842 8148472 6245
1940178 5108696 439386
1309406 9226730 194968
4677887 8322596 339137
644969 5147288 278238
2645816 9416373 161274
3670547 5319604 302590
2469036 8760754 145808
3147256 8982663 161394
4493726 5632904 142771
3178810 7953973 342421
2601436 5240181 334203
2976858 5393546 257897
1530161 5696811 104196
1261475 9469877 309155
521924 9614247 346552
4380183 7302541 189358
737822 5843644 439534
59469 9516458 40851
4739224 6292068 473711
399645 7415763 443361
4009777 5735332 251938
2514464 8702256 62717
181301 5290819 99292
3358411 6894979 51530
3426258 5018938 47885
4996672 9984042 2667
2985582 6209350 27114
500433 7451733 299126
4050980 9354957 232394
2835333 9764417 36031
4734141 7739770 172439
1322425 5654945 95654
2357252 9121032 489453
1443536 7086207 309912
814928 5797858 182951
4273425 8978187 397354
3982372 9465529 138448
104959 8765200 195324
1100854 6723605 64399
1647785 8394517 249108
1368522 5199603 4419
2794889 7638429 418392
1905517 8807663 459624
2732992 8348936 104529
4526961 9718874 38300
2691437 7229517 15147
3450129 8793581 213236
1261636 5312968 249242
3964291 9761669 125921
1053389 5760737 355849
404010 9148442 447226
1289150 8914683 137584
1483256 9785990 374870
2392159 6188659 371940
4445083 7615661 106529
133972 5144094 463789
1626583 5180430 84144
256075 7865428 365230
2983339 5433277 247507
344113 7099693 59167
2142031 7724852 299005
184025 7646600 413121
3616186 8024981 103577
673095 7585269 406039
601274 5844828 299062
4369033 6340135 127816
4992714 5575785 197846
217533 7794624 230695
2284022 9169405 403498
2275278 9854745 87679
1540527 6182834 351786
4681645 8859748 247794
2881576 8458372 471472
335196 8369142 69693
4259869 9012254 60332
1958733 8101936 338501
4723414 9046108 258673
3489957 9616065 26971
1168980 6444968 112332
1514422 5797820 263148
2817897 6749911 367895
816875 9260104 346965
4132403 6992718 482955
1321161 8692628 4870
193668 8442991 60446
2774967 5834082 350518
2903518 6042409 429760
686709 8622793 127905
2821069 5385966 271262
295728 9436300 32345
4388565 8852190 47282
3314334 6779869 483978
983230 8783605 156218
4999759 9900201 493202
824027 6884155 282836
2077984 5303889 413476
4797807 7737824 372080
1891895 7943836 3283
2424200 8058406 200937
4278714 5752404 74178
2280683 8902670 174886
3663530 9522060 232627
3376116 6740470 144765
3205454 5495634 438903
2218164 7522567 17077
4169182 8203133 314386
2595464 9044140 290244
2316813 9523358 68530
95070 9222526 406397
3641654 5588878 210784
3999466 5672068 58618
4071416 8319686 335791
1326412 8864383 333677
996308 9718491 340227
861261 7246573 311359
3231498 6469626 268336
3725906 9585259 310037
3848339 7104952 499488
2889563 6754848 223542
2518650 9250208 67730
2203119 5494759 271378
4379995 6405711 462969
1131400 9346709 371458
4045540 9148416 9828
1867565 6900251 35805
1829781 7132320 341789
2468029 6213337 41316
3688464 7990095 228442
1071007 8346846 304857
4845126 5196828 85095
1341030 7383939 189917
3954579 8481250 477510
2451135 7877432 457407
3020672 9995684 223589
174496 6397197 479779
674201 8954297 401136
4833707 6340744 315887
2553148 7567660 408865
1173450 7938887 301355
1825229 6000046 41764
4412035 8345292 453758
4736459 7240431 101125
4324911 8784558 489595
93272 5639680 186065
3587561 6885000 33311
2669427 8797334 226911
1958421 8611684 459089
221965 5512648 210938
310428 5406086 23287
3705247 7063217 258508
862766 5530049 345021
4397102 5802880 215340
1261625 5177476 425193
4857527 6024921 171834
2094625 5175182 315583
4934928 6853171 365848
3595480 7220147 434082
2994454 8336682 81199
3867900 6405658 234981
403938 6969677 203939
1332487 6636196 88651
1809569 7954017 194414
3281280 5979245 121036
822548 9724359 473664
4796270 8287302 128113
768253 9717022 320096
976528 9813282 4730
3226970 6361463 205831
3336072 5939859 103898
1069345 9705344 210807
1153408 8693465 306653
2617368 5867195 300230
2761218 8027858 244079
2885394 5445600 22646
3039422 7433106 208651
987424 9669064 381917
4894075 5316542 383496
4769077 7431028 346933
1928168 8495901 17214
521695 8786267 132815
1887519 5427275 397632
3391815 8281610 325097
958578 9137654 108914
2177247 8415811 350204
2043368 7583313 332895
796400 5582566 316168
2689146 7652789 215877
1413357 5615633 304307
3037690 5765834 489446
1443902 7740546 191731
4899507 5986987 317043
2599139 9818342 21740
1986979 5320381 468706
2481525 7224424 215957
326258 7878673 297525
2617993 6113759 70459
2438772 7334470 312088
2863563 5915381 263184
4981408 5668962 358013
1518173 8591527 86153
2365576 6495541 414194
2828922 5849333 24960
4675204 5683984 121783
1546426 8835362 274948
3943191 7748699 336907
1693622 9732382 295359
2972084 9535707 134854
3215453 7903481 100670
4355582 9457645 212869
217414 6986035 243216
2874721 5145606 99905
1466320 5569019 290582
3009033 6828525 283894
2544896 7288896 94307
3935020 5207985 219446
326920 7550028 67990
2767003 6472783 201490
4857075 8508815 170288
3516152 9157905 189639
2822264 5348576 446992
3274602 7941507 251959
1616613 8590869 44638
3655673 6993226 203454
756727 5867745 485932
4590199 7389212 445324
1742638 6472871 371575
4747354 9897681 402813
3986823 7484452 225644
1143235 7822609 92118
3483623 7355041 57002
1702585 5015111 27308
2784295 9230690 371109
36666 6773810 26449
1419400 8461031 408851
4930712 9025396 277823
3179775 8445068 485501
1131254 6531185 163426
3403301 5010509 430604
4318967 5993640 499802
1696112 6542146 111982
992226 9972818 77808
292878 6267229 14619
2833610 5506486 397404
1140160 5878636 446910
1842696 7937720 232634
4144331 5930366 193663
2687438 8262870 110402
2763304 8617129 144290
2493677 6426454 72267
2490170 8674426 453056
3329727 9253151 111914
2621634 5284268 237622
1808928 5684727 136433
1089166 8346785 42138
4148077 6479718 488577
3398938 7585455 330626
2424922 9174770 494581
124013 6918354 363630
736308 6917183 43007
1920344 5957063 238932
4072904 8776694 241869
1674221 8413920 341261
3782802 5949590 448823
3943311 7828830 416669
2689581 8456374 274645
1751858 6709017 297834
3501274 8500145 373075
2858925 9032775 481554
2079291 7105412 188943
1118892 6302467 183438
1575758 5884260 95207
1079797 6043656 443271
2708875 8998977 440032
391977 5332660 138772
1623003 8474849 124648
4126988 6083028 4629
2971456 9975582 343657
2720049 6066048 264072
4331742 6397261 103615
4918368 5584358 81650
1207088 8042821 235863
984887 6282661 372055
1490731 9100515 481835
3168067 5480904 332534
2338238 5682070 372504
2964197 6405507 377395
762244 7659126 80108
4516673 6923200 297844
248708 8489210 476257
360033 9955889 443881
4463641 9580441 44142
3927472 7727527 351745
3987622 8802841 497827
1009657 9382180 322040
1212581 7724007 46941
2495274 6884012 442168
3499645 8839728 350417
3457443 7188676 457380
3406826 7345315 91688
181476 5627697 498663
2177188 7028678 54074
1040742 7759189 85808
4191825 6775560 373371
4630049 8491400 305674
1221291 9644101 153286
4990621 7672263 411985
2978089 9332643 454374
4806535 7611027 329437
1490206 6349486 389240
3080355 5437155 444519
4483907 5690981 296715
4331419 6639166 8600
4579832 5829612 228647
3566736 5936731 269454
2700399 8312381 368208
4128784 8482915 461212
1122738 8589842 487266
641001 6927413 447322
3425117 8569834 315465
4673154 9285441 353459
1489770 8212072 447591
1566495 9679643 159945
4818203 6560792 203049
3705993 9979872 143003
4836602 6835944 360488
2672567 6172618 93210
4728559 9924072 404557
1544432 7173005 300395
4827871 8624271 318018
1663631 8621277 276195
3571865 7640859 118445
555277 6053174 291255
2743562 5990166 421409
4957256 6903614 326887
2276912 6609808 219337
498035 6956841 155895
182414 7412168 338876
2740808 8198321 252110
1071070 6163952 232884
1350858 5905014 105965
4232111 8415798 355250
3282527 7568900 182838
2653377 7848052 441959
4571911 9299303 22955
534347 8228749 127175
124306 8635614 191311
1459880 7148037 234157
3637056 6463969 15739
4557360 6596241 327270
4515517 9050667 438989
3497776 8311113 142190
4660896 6338081 494336
4305538 9245035 280348
2808473 7599978 396285
882113 6706631 12866
1618688 6617757 366563
3405071 5112485 181334
3284837 7854492 404034
4287601 8487848 9116
1143966 9298109 291729
139065 8599741 146079
1417834 8054546 413345
4242556 9625125 133305
3199726 8315580 18536
3680711 8955679 211489
1836255 7700185 389152
3756133 7179913 39724
2621399 9943400 120536
3230673 9144309 32222
2510964 7130956 168277
4870709 7691860 457935
85440 7291259 396399
1980559 5675298 483955
1187891 8514302 384098
1301654 9357959 142128
77841 5029724 84086
1200389 6019092 179025
2465672 8615179 472710
3949971 8588230 263101
2583614 8901887 494847
1029012 5935231 433185
548010 7389635 138167
1420343 8986591 125494
1517125 5335261 135881
2246120 5811950 497370
4429338 8453498 68947
3955720 9128434 117558
1054337 6314648 99843
380481 8357435 454601
1461649 7703350 158269
2894183 7212529 422277
236446 6064311 115764
4462505 6823015 250149
1241151 5671037 356940
4939278 9494607 236805
3627636 8189185 255556
4169721 6185485 251157
541366 9717443 49286
962158 8169598 21407
4323193 7195968 43771
3554064 5573305 321128
3905006 6433526 317556
2471722 5527129 258802
357078 9461148 145456
1490970 9744478 181176
1058858 7543470 252855
2729660 7390762 1632
274851 7189786 307717
2997313 5865836 210019
3297152 9875005 487968
48300 9954892 374461
3809846 7911673 317590
214395 5986568 404142
4843774 5791062 437636
2026672 8293624 345597
3652766 9924912 141849
4801847 6706461 266815
1154032 7656805 434070
804331 8168165 307712
2433591 5418766 136232
797549 7665304 422942
3098438 8880435 372662
1541389 9050001 15652
3677 8622839 92674
3948425 7615161 395665
493659 6715004 192399
1708172 6742245 141488
2649802 9135103 194840
4980091 6968076 465434
1028186 5153496 154726
3379141 9054077 303873
4299332 9532077 144492
2564711 9405247 462006
772674 8320586 314518
2650874 8967501 74906
2100087 8016086 108892
323628 7768214 252124
3795984 8655472 88736
4715249 7115816 44533
2931498 6387292 158373
2210268 8548162 132727
3518724 7007311 164071
723694 8387299 448073
1512342 6288971 256810
3841791 7983128 97929
1545092 8388739 130753
3515605 7230367 418111
2322072 9880663 493149
2224908 5703077 145029
590821 7960264 306481
1138279 6009708 36445
1293070 5549756 57341
4396397 5085158 244112
3473297 6981488 15386
1890719 9368785 15670
1484680 7377402 85894
4762549 8742430 337405
1601866 7409450 354518
3770801 9934385 479700
12573 7146099 425839
4084714 5927560 388939
1918293 7869939 175212
4405863 7985296 232299
3778662 5169900 437717
2497521 5980852 68676
2361915 6458468 214278
2351905 5496700 279203
2162896 6484262 375870
3997346 8614326 194299
1048562 8212255 72202
1767151 6115214 16202
3928083 6115935 212448
3734897 5367233 183306
2271649 5348447 245032
3087445 7324312 361692
4485255 8204401 403656
2854590 6806491 436431
230152 8017700 125466
1184995 7687585 109784
4615965 5492365 202815
2698498 7938610 14186
2406086 6956160 433682
1863479 8823764 100361
611763 7665500 77264
1168991 6861907 105436
1515516 6673161 234805
2632025 9243584 339157
187273 6662651 346540
3245515 9677762 316358
912728 8357539 177773
3574265 9204673 102637
2780313 6142426 276407
4452832 8391789 124228
414965 7849009 271171
945296 8396676 482266
852171 8549624 14916
4550859 8134339 412430
3436902 6312864 51090
1651801 5659568 341001
3006029 8551110 374179
1754839 5853482 181714
4947483 7338328 259040
3286259 7019304 317371
2082760 5294046 217380
4248733 8731094 341048
1487010 9063944 114384
1875998 5120054 197875
4851127 8447206 192380
2267411 7390589 48699
1397207 8605909 287898
1892310 8699722 373189
2047963 7611790 398861
2915446 8424047 87304
4659231 6601320 168932
4164439 8163240 283359
3703314 8824555 400651
1457054 8944842 11517
14805 6355097 40530
977974 7775849 428767
1467790 6478839 28289
1242533 9978962 352040
4595921 6457603 264671
1271009 6330592 275961
2008361 5274990 441754
2664698 5556135 456162
3694853 5502573 382391
2078780 5141477 85323
909405 5749774 153988
3533072 6148313 360079
2136208 5574554 50405
4688608 6022455 253671
160473 8630835 322136
2394215 6135455 187932
1744343 7664503 237999
2343353 7335042 338180
325815 6021333 123325
3714620 5952620 443549
3153749 6203303 368585
1041476 7182025 329354
3080466 9287080 5234
2620186 6860778 51977
3906619 5089012 304494
859754 7515302 25824
3180157 9742487 202354
3389892 8912328 16828
3392379 6143196 299731
4972228 5958517 214556
1579542 8229413 254683
3950854 5988919 437968
578408 6811517 260349
256884 7219927 281006
355329 5547753 123984
2665247 8714682 294111
2812928 9433319 234106
4984612 9272218 219474
1611833 6844972 240837
2089749 6289763 27648
190418 6240837 104597
2919463 8416063 358872
4407561 7396905 337218
501981 9357153 455973
4084034 8601327 314731
586930 9222300 34490
4639200 9651625 212390
3614062 6670847 202326
843890 7066327 209730
3716989 7431016 162977
4545674 5785985 427285
1114601 7257072 386485
3636676 9041174 497633
4289987 7889821 141084
3467075 8532465 337653
1543087 8568398 474134
2959107 9557275 271841
1918555 6810240 478983
1678254 8399267 175259
4923720 9412906 308962
1863847 7191224 240811
1232185 7148741 107292
650924 5899974 32972
3043251 7721413 109328
2110655 5306705 14851
2541965 9264151 457760
2176848 6588365 23653
2674774 8941669 251207
4196018 6361129 26121
3119743 9162812 43381
3073974 8581712 94820
4500940 6319307 73307
4733863 7343826 217129
2681165 9504221 302335
518843 8039429 484424
1910222 7977224 494826
4437835 8552506 313776
214154 9388395 169245
4010959 9312739 389596
3810184 8207287 248667
2938937 6230229 212518
2678651 5780709 18511
1168623 9955165 71514
3548546 6937294 166172
713980 8937331 332930
3211416 5840063 65382
957559 5043519 429075
4304943 9409813 75678
2646328 5089127 59776
4770725 9269542 382101
3635612 8093615 177971
4642525 5643969 390614
2905583 7060824 300759
942131 8560166 326714
2545471 5464329 64297
1666369 8801314 257465
1393256 6317168 16976
124223 6797365 306769
45029 7652128 10605
580582 5844288 279068
1044979 8198375 282904
2425389 6728913 44957
2383051 6504342 165667
3638139 6473292 263566
1108176 7805171 482174
